"","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","saved"
"4201",0.423,0.602,2,-12.352,0.115,0.48,0.006,0.107,0.503,110.399,278840,4,0
"421",0.777,0.917,5,-7.797,0.0523,0.00213,0.889,0.451,0.872,123,503649,4,0
"4221",0.648,0.879,1,-6.45,0.039,0.0654,0.102,0.062,0.925,97.996,341077,4,0
"4231",0.615,0.668,2,-5.343,0.027,0.000975,9.45e-05,0.282,0.158,100.453,398194,4,0
"4241",0.654,0.287,9,-19.071,0.0778,0.562,0.00446,0.0915,0.708,90.086,466267,4,0
"4251",0.451,0.754,3,-5.061,0.0299,0.626,0.0036,0.293,0.558,126.408,275453,4,0
"4261",0.538,0.882,2,-2.948,0.0712,0.000562,0.384,0.0572,0.637,115.355,179747,4,0
"4271",0.716,0.599,0,-12.959,0.165,0.00659,0.0532,0.0552,0.962,170.826,278520,4,0
"4281",0.342,0.656,4,-7.431,0.0326,0.163,2.8e-05,0.686,0.411,69.658,209427,4,0
"4291",0.549,0.692,9,-7.108,0.0371,0.417,3.21e-05,0.0889,0.381,124.652,255040,4,0
"4301",0.476,0.604,0,-10.85,0.117,0.11,4.15e-05,0.134,0.583,87.304,395373,4,0
"4311",0.529,0.644,5,-7.383,0.069,0.18,0.188,0.493,0.0682,57.107,188971,4,0
"432",0.388,0.844,10,-4.201,0.0522,0.00844,0.00164,0.102,0.654,146.633,385147,4,0
"4331",0.219,0.96,7,-4.954,0.0981,0.107,0.0206,0.219,0.516,162.768,173560,4,0
"4341",0.432,0.822,7,-3.278,0.0389,0.000261,1.73e-05,0.696,0.211,100.062,209093,4,0
"4361",0.642,0.355,5,-14.196,0.0328,0.094,3.42e-05,0.0865,0.724,180.258,180133,4,0
"437",0.831,0.947,0,-6.897,0.031,0.164,0.000253,0.322,0.972,121.173,156000,4,0
"4381",0.527,0.733,2,-5.973,0.0355,0.677,0.134,0.0644,0.584,159.993,237527,4,0
"4391",0.406,0.572,5,-10.231,0.0305,0.0226,0.095,0.39,0.422,105.624,255863,4,0
"4401",0.313,0.802,7,-10.343,0.0508,0.0175,0.587,0.164,0.727,165.758,244640,4,0
"4411",0.454,0.979,9,-2.392,0.0717,2.98e-06,0.0168,0.192,0.557,149.985,195053,4,0
"4421",0.666,0.544,11,-7.035,0.0303,0.283,0.000801,0.15,0.713,107.335,148307,4,0
"4431",0.439,0.716,2,-9.225,0.0669,0.0665,3.45e-05,0.0773,0.689,92.073,154587,4,0
"4441",0.67,0.674,0,-8.141,0.0319,0.493,2.2e-05,0.105,0.964,131.767,161613,4,0
"4451",0.699,0.384,7,-13.691,0.044,0.148,0,0.121,0.584,109.573,185481,4,0
"4461",0.806,0.609,5,-11.568,0.0754,0.000942,0.162,0.0722,0.821,138.265,272213,4,0
"4471",0.35,0.356,9,-16.11,0.0368,0.192,0.905,0.093,0.227,167.019,433147,4,0
"4481",0.71,0.486,9,-8.785,0.0282,0.721,0.677,0.253,0.588,113.048,265307,4,0
"449",0.648,0.852,7,-8.558,0.0936,0.166,0.114,0.882,0.746,101.858,465280,4,0
"4501",0.87,0.406,0,-15.172,0.0661,0.447,0.903,0.0713,0.96,114.021,180373,4,0
"451",0.41,0.815,0,-13.386,0.0385,0.0111,0.00313,0.631,0.685,112.375,314267,4,0
"452",0.293,0.766,9,-8.86,0.0668,0.111,0.864,0.101,0.369,117.303,735960,4,0
"453",0.829,0.818,6,-5.308,0.366,0.12,0.391,0.401,0.509,173.566,182907,4,0
"4541",0.565,0.839,4,-5.161,0.0332,0.000335,0.113,0.329,0.855,134.98,191133,4,0
"4551",0.535,0.578,11,-6.925,0.0334,0.164,1.42e-05,0.122,0.338,139.296,339779,4,0
"4561",0.531,0.763,7,-12.456,0.0279,0.00405,1.16e-06,0.131,0.974,141.765,151600,4,0
"4581",0.283,0.971,9,-6.89,0.0804,0.272,0.783,0.416,0.272,164.915,278200,4,0
"4591",0.27,0.603,9,-7.665,0.0314,0.389,0.000967,0.11,0.269,168.553,244880,4,0
"4601",0.661,0.701,6,-10.925,0.0363,0.196,0.887,0.152,0.963,151.531,401240,4,0
"4611",0.367,0.676,8,-10.362,0.232,0.332,0.0664,0.13,0.443,100.01,203255,5,0
"4621",0.683,0.241,0,-16.192,0.0475,0.348,0.522,0.085,0.727,121.213,132133,4,0
"4631",0.687,0.471,7,-6.83,0.0342,0.0519,7.05e-06,0.0762,0.881,123.457,177427,4,0
"4641",0.64,0.558,2,-10.75,0.036,0.0172,0.0482,0.137,0.472,109.704,187347,4,0
"4651",0.5,0.768,8,-6.258,0.0326,0.221,0,0.109,0.741,162.046,208613,4,0
"4661",0.681,0.257,4,-15.348,0.0695,0.597,0,0.161,0.566,115.867,449093,4,0
"4671",0.461,0.535,5,-8.864,0.0548,0.0655,0.126,0.0754,0.246,106.683,444800,4,0
"4681",0.432,0.917,2,-7.067,0.12,0.111,3.48e-06,0.112,0.45,70.947,178067,4,0
"4691",0.75,0.804,11,-3.386,0.118,0.412,8e-05,0.231,0.666,90.997,63707,4,0
"4701",0.356,0.806,2,-10.506,0.0899,0.132,0.0051,0.105,0.599,115.271,292000,4,0
"4711",0.68,0.64,6,-5.208,0.0258,0.0298,0.842,0.111,0.652,108.236,202204,4,0
"4731",0.459,0.704,7,-9.844,0.0557,0.124,0.0156,0.248,0.702,117.885,525293,4,0
"4741",0.162,0.959,0,-5.286,0.132,1.7e-05,0.475,0.245,0.39,193.174,412040,4,0
"4751",0.528,0.585,6,-9.848,0.0937,0.849,0.584,0.247,0.446,169.862,196624,4,0
"4761",0.48,0.603,0,-12.281,0.0824,0.257,0.00116,0.107,0.619,129.849,541053,4,0
"4771",0.726,0.88,9,-6.724,0.059,0.0146,0.149,0.407,0.73,120.022,336673,4,0
"4781",0.651,0.465,4,-7.538,0.0328,0.503,0.0455,0.495,0.585,107.75,197040,4,0
"4791",0.44,0.918,7,-5.384,0.0867,0.00171,0.798,0.209,0.325,88.464,183707,4,0
"4801",0.596,0.93,10,-9.35,0.038,0.0323,0.795,0.198,0.954,101.055,213368,4,0
"4811",0.347,0.669,2,-11.483,0.0637,0.949,0.9,0.0788,0.0376,122.676,330733,4,0
"4821",0.692,0.353,0,-13.479,0.0381,0.15,0.000325,0.0851,0.358,125.846,233427,4,0
"4831",0.626,0.63,7,-8.688,0.0344,0.376,0.00627,0.0666,0.645,125.654,194227,4,0
"4841",0.493,0.467,7,-12.783,0.0388,0.722,3.33e-06,0.523,0.379,115.904,319373,4,0
"4851",0.319,0.829,11,-4.496,0.0505,3.85e-06,0.867,0.278,0.541,77.031,175320,4,0
"4861",0.682,0.621,7,-9.653,0.0451,0.025,0.852,0.153,0.861,125.91,279520,4,0
"4881",0.696,0.628,2,-8.407,0.0274,0.00102,0.428,0.272,0.701,100.038,221533,4,0
"4891",0.655,0.805,6,-6.493,0.0335,0.0263,0.00542,0.28,0.701,119.029,133667,4,0
"4901",0.874,0.364,2,-12.326,0.0983,0.218,0.0263,0.101,0.675,86.004,216693,4,0
"4911",0.513,0.183,4,-15.849,0.0447,0.948,0.05,0.111,0.203,129.451,659587,4,0
"4921",0.251,0.683,0,-8.239,0.0376,3.96e-05,0.88,0.473,0.635,106.954,181320,4,0
"4931",0.369,0.292,6,-12.382,0.0337,0.982,9.97e-06,0.106,0.0882,81.028,172853,3,0
"4941",0.378,0.409,2,-11.468,0.0337,0.753,0.000528,0.234,0.184,100.087,234053,3,0
"4951",0.589,0.506,10,-8.224,0.0305,0.622,0.268,0.332,0.406,90.782,173667,4,0
"4961",0.604,0.458,4,-15.055,0.161,0.432,0.00446,0.0804,0.636,174.248,328240,4,0
"4971",0.559,0.402,10,-14.504,0.0564,0.0699,0.00105,0.15,0.449,76.831,262907,4,0
"4981",0.263,0.856,11,-7.202,0.0607,0.327,0.769,0.0449,0.697,172.083,226987,4,0
"4991",0.516,0.6,10,-10.766,0.0513,0.319,0.829,0.365,0.787,97.906,217867,4,0
"500",0.624,0.646,4,-11.721,0.0593,0.765,0.00136,0.101,0.509,99.025,276178,4,0
"5011",0.232,0.909,2,-6.236,0.0746,0.0259,0.0837,0.428,0.238,86.736,399340,4,0
"5021",0.474,0.673,6,-13.307,0.0656,0.791,0.239,0.0931,0.685,89.787,349427,4,0
"5031",0.608,0.644,7,-8.707,0.0244,0.0516,0.0906,0.102,0.443,99.065,277707,4,0
"5041",0.318,0.303,11,-15.572,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4,0
"5051",0.552,0.425,4,-11.437,0.0255,0.144,0.208,0.125,0.639,86.865,314653,4,0
"5061",0.631,0.311,4,-14.422,0.0347,0.317,0.234,0.6,0.599,76.596,177693,4,0
"5071",0.438,0.476,6,-12.558,0.0361,0.449,0.255,0.0903,0.434,111.717,655440,4,0
"5081",0.754,0.63,9,-12.412,0.0968,0.165,0.00745,0.0878,0.96,94.765,173833,4,0
"5091",0.126,0.0502,1,-21.628,0.045,0.877,0.846,0.0869,0.0367,75.579,350000,3,0
"5101",0.569,0.406,1,-9.893,0.0421,0.207,0.851,0.0696,0.774,171.069,164600,4,0
"5121",0.756,0.902,4,-2.946,0.0621,0.0273,0.89,0.0585,0.889,110.009,122427,4,0
"5131",0.781,0.684,8,-10.282,0.0402,0.175,0.105,0.116,0.978,131.255,238733,4,0
"5141",0.546,0.771,3,-7.56,0.116,0.0117,0.351,0.335,0.701,130.224,265947,4,0
"5151",0.237,0.481,8,-3.68,0.0337,0.000406,0.00523,0.0512,0.133,143.719,174333,4,0
"5161",0.908,0.435,1,-8.583,0.0676,0.279,0.5,0.0889,0.928,124.98,126903,4,0
"5171",0.647,0.512,7,-13.619,0.0745,0.0503,0.925,0.0989,0.582,116.981,119827,4,0
"5181",0.407,0.825,2,-9.301,0.0418,0.106,0.341,0.128,0.5,96.584,308120,4,0
"5191",0.301,0.784,1,-10.468,0.199,0.475,0.359,0.176,0.344,139.336,249160,4,0
"5201",0.522,0.613,5,-8.871,0.041,0.736,0.575,0.179,0.593,104.958,222819,3,0
"5211",0.515,0.572,4,-9.81,0.0384,0.211,0.00326,0.0495,0.767,137.681,556093,4,0
"5221",0.535,0.452,7,-9.349,0.0361,0.754,0,0.0631,0.7,79.075,198853,4,0
"5231",0.538,0.61,11,-8.027,0.0392,0.774,0.749,0.0909,0.199,152.999,318187,4,0
"5241",0.6,0.568,0,-13.226,0.037,0.228,0.241,0.293,0.784,111.676,241077,4,0
"5251",0.684,0.21,1,-18.204,0.0841,0.538,0.031,0.143,0.681,83.383,112040,4,0
"5261",0.224,0.108,9,-20.575,0.0355,0.584,0.78,0.108,0.0395,139.105,157133,4,0
"5271",0.753,0.819,0,-6.485,0.0967,0.108,0.951,0.123,0.851,111.434,160133,4,0
"5281",0.487,0.799,7,-5.927,0.0408,0.0287,0.00012,0.166,0.842,123.119,207547,4,0
"5291",0.428,0.721,11,-4.765,0.0639,0.0312,0.000115,0.15,0.416,176.965,263693,4,0
"5301",0.751,0.735,5,-6.358,0.0775,0.0626,3.05e-05,0.052,0.721,163.852,247307,4,0
"5311",0.738,0.366,5,-10.231,0.0324,0.825,2.69e-05,0.118,0.507,101.031,157800,4,0
"5321",0.928,0.594,2,-10.839,0.0913,0.127,0.000413,0.0391,0.747,102.878,339053,4,0
"5331",0.627,0.539,0,-8.529,0.0328,0.346,0,0.192,0.754,112.259,143067,5,0
"5341",0.492,0.378,6,-9.288,0.037,0.00146,1.29e-05,0.111,0.428,126.402,235320,4,0
"5351",0.7,0.964,7,-6.307,0.0479,0.0027,0.755,0.18,0.776,123.345,160693,4,0
"5361",0.315,0.356,0,-11.131,0.0407,0.762,1.67e-06,0.0671,0.491,181.588,196200,4,0
"537",0.286,0.907,7,-9.67,0.0374,0.000277,0.202,0.0837,0.746,156.395,417800,4,0
"5381",0.534,0.721,11,-7.307,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520,3,0
"5391",0.747,0.572,1,-9.046,0.0271,0.101,0.273,0.333,0.575,119.706,242000,4,0
"5401",0.241,0.988,11,-0.748,0.107,0.0917,1.98e-06,0.372,0.452,171.274,214093,4,0
"5411",0.808,0.522,10,-8.324,0.0945,0.394,0.00761,0.114,0.63,79.951,155947,4,0
"5421",0.451,0.849,5,-6.832,0.031,0.00685,0.417,0.334,0.346,87.156,158067,3,0
"5431",0.355,0.656,11,-7.53,0.0324,0.0386,0.00202,0.343,0.371,135.237,198040,3,0
"5441",0.601,0.629,2,-9.75,0.0673,0.0827,0.0372,0.0573,0.76,100.171,219533,4,0
"5451",0.621,0.831,10,-5.093,0.0295,0.199,0.864,0.0692,0.856,95.904,148907,4,0
"5461",0.538,0.687,4,-8.426,0.0332,0.00116,0.00645,0.206,0.634,115.071,180013,4,0
"5471",0.713,0.641,9,-8.885,0.0482,0.128,0.0319,0.104,0.817,98.025,220653,4,0
"5481",0.798,0.512,10,-14.236,0.0338,0.529,0.00262,0.152,0.964,91.719,125547,4,0
"5491",0.819,0.551,6,-9.401,0.0376,0.00701,0.00993,0.0734,0.529,120.627,365533,3,0
"5501",0.575,0.691,5,-7.595,0.0301,0.0377,0.563,0.0657,0.734,131.588,215973,4,0
"5511",0.739,0.781,11,-8.87,0.0384,0.0098,0.0354,0.306,0.932,123.114,307013,4,0
"5521",0.765,0.522,5,-12.037,0.0339,0.931,0.913,0.102,0.84,112.747,153333,4,0
"5531",0.726,0.698,0,-9.462,0.0314,0.0275,0.223,0.0955,0.777,129.716,309187,4,0
"5541",0.616,0.727,1,-8.176,0.0365,0.00401,0.86,0.157,0.54,92.259,173267,4,0
"5551",0.38,0.341,7,-15.719,0.0418,0.16,0.0408,0.448,0.179,143.719,367933,4,0
"5561",0.34,0.831,7,-5.566,0.107,0.0692,0.897,0.107,0.209,180.542,426114,4,0
"5571",0.689,0.83,8,-8.774,0.0954,0.539,0,0.0882,0.815,140.732,171560,4,0
"5581",0.396,0.705,5,-11.895,0.0379,0.0701,0.303,0.212,0.775,104.651,390640,4,0
"5591",0.555,0.785,9,-7.667,0.0294,0.0544,1.09e-05,0.217,0.72,112.783,295920,4,0
"5601",0.442,0.761,9,-8.619,0.0691,0.00285,0.735,0.0945,0.252,175.817,395560,4,0
"5611",0.402,0.905,0,-9.299,0.0803,0.0741,0,0.0999,0.753,123.547,176467,4,0
"5621",0.512,0.623,0,-6.58,0.0346,0.286,0.27,0.123,0.96,168.97,432027,4,0
"5631",0.662,0.909,9,-5.817,0.057,0.372,5.78e-05,0.0841,0.714,91.453,203373,4,0
"5641",0.869,0.57,10,-10.842,0.0511,0.217,0.191,0.109,0.924,126.461,299562,4,0
"5651",0.379,0.431,0,-15.187,0.0332,0.597,0.0627,0.106,0.581,181.004,405973,3,0
"5661",0.388,0.713,4,-4.216,0.0321,0.00154,0.556,0.129,0.398,87.56,223817,4,0
"5671",0.518,0.385,4,-14.636,0.0339,0.23,0.000226,0.124,0.712,86.604,265547,3,0
"5681",0.354,0.347,1,-9.823,0.0331,0.761,0.816,0.142,0.209,130.413,667733,3,0
"5691",0.467,0.184,0,-15.771,0.036,0.534,0.000743,0.188,0.518,74.123,187106,4,0
"570",0.406,0.131,5,-17.668,0.0315,0.989,0.275,0.102,0.203,93.196,210667,4,0
"5711",0.795,0.473,9,-8.152,0.0428,0.366,0.000449,0.151,0.906,97.928,193307,4,0
"5721",0.476,0.652,1,-4.604,0.0258,0.613,0.606,0.159,0.229,98.917,259867,4,0
"5731",0.238,0.884,11,-6.425,0.05,0.0365,0,0.141,0.881,180.017,168053,4,0
"5741",0.309,0.52,8,-8.472,0.0519,0.102,0.00148,0.0796,0.605,179.119,146680,4,0
"5751",0.789,0.574,11,-8.325,0.0343,0.246,0.000157,0.0958,0.572,123.064,244267,4,0
"576",0.34,0.342,6,-15.249,0.0454,0.0504,0.000489,0.0544,0.413,73.224,273067,4,0
"5771",0.32,0.769,5,-4.467,0.0386,0.00341,0.00682,0.168,0.335,81.975,310889,4,0
"5781",0.59,0.281,7,-17.507,0.0457,0.786,0.0602,0.0979,0.561,113.959,403920,4,0
"5791",0.611,0.615,4,-8.342,0.0402,0.155,0.266,0.105,0.646,79.992,316660,4,0
"5801",0.546,0.355,5,-10.199,0.0368,0.954,0.92,0.0891,0.5,81.054,376640,3,0
"5811",0.302,0.762,2,-7.299,0.0448,0.348,0.587,0.194,0.718,184.767,204467,4,0
"5821",0.725,0.7,2,-13.153,0.059,0.0329,0.663,0.0791,0.867,158.699,209533,4,0
"5831",0.739,0.788,1,-10.271,0.0911,0.138,0.45,0.35,0.726,133.376,156507,4,0
"5841",0.494,0.706,7,-14.34,0.0485,0.522,0.894,0.154,0.486,135.752,397333,4,0
"5851",0.649,0.392,5,-12.603,0.0375,0.856,0.926,0.0817,0.415,76.031,231040,4,0
"5861",0.432,0.518,7,-13.403,0.0375,0.0965,0.788,0.136,0.339,142.735,252173,4,0
"587",0.735,0.589,4,-15.578,0.0382,0.917,0.42,0.115,0.923,159.963,216627,4,0
"5881",0.315,0.457,9,-12.268,0.0534,0.000763,0.0373,0.276,0.399,88.779,207813,4,0
"5891",0.567,0.579,0,-12.565,0.029,0.38,2.8e-05,0.0562,0.92,109.84,209133,4,0
"5901",0.449,0.855,10,-14.693,0.165,0.679,0.00385,0.361,0.0393,119.92,244347,4,0
"5911",0.623,0.657,7,-7.08,0.0811,0.233,0.00178,0.277,0.686,166.925,247653,4,0
"5921",0.499,0.49,11,-11.609,0.0377,0.497,0.855,0.101,0.217,140.169,288827,4,0
"593",0.646,0.171,5,-12.73,0.0344,0.987,0,0.108,0.556,119.388,134787,4,0
"5941",0.778,0.434,10,-9.773,0.21,0.164,0.867,0.624,0.596,122.061,236040,4,0
"5951",0.635,0.3,2,-13.957,0.0285,0.707,0.829,0.574,0.772,91.452,218307,4,0
"5961",0.533,0.771,6,-7.426,0.0727,0.0871,0.0189,0.185,0.422,105.042,209533,4,0
"5971",0.573,0.639,0,-7.143,0.0247,0.784,0.633,0.0923,0.24,89.575,248707,4,0
"598",0.442,0.746,10,-8.194,0.0609,0.0445,0.822,0.092,0.842,177.869,304680,4,0
"5991",0.375,0.737,0,-8.53,0.0428,0.00257,0.611,0.127,0.964,178.181,474507,4,0
"6001",0.442,0.502,7,-18.18,0.0354,0.0565,0.575,0.107,0.167,188.421,459333,4,0
"6011",0.71,0.978,4,-9.017,0.0382,0.0551,0.9,0.272,0.661,104.753,532533,4,0
"6031",0.436,0.776,10,-8.767,0.105,0.257,0.000203,0.383,0.558,99.723,237800,4,0
"6041",0.258,0.548,10,-9.927,0.0721,0.0696,0.685,0.159,0.486,191.516,154400,4,0
"6051",0.477,0.634,9,-7.812,0.0431,0.142,0.001,0.393,0.203,120.007,189440,4,0
"6061",0.268,0.752,2,-8.18,0.0425,0.000318,0.0139,0.587,0.282,78.127,245867,4,0
"6071",0.628,0.455,7,-12.436,0.0427,0.141,0.693,0.135,0.858,102.09,318373,4,0
"6081",0.546,0.734,7,-8.808,0.0343,0.127,0.932,0.0501,0.447,145.867,382373,4,0
"6091",0.797,0.375,1,-14.5,0.198,0.617,9.19e-05,0.512,0.262,91.186,296000,4,0
"6101",0.445,0.77,6,-5.92,0.0345,0.0875,0.91,0.854,0.202,154.868,315440,4,0
"6111",0.56,0.271,6,-15.436,0.0371,0.737,0.289,0.132,0.531,164.996,190600,4,0
"6131",0.567,0.326,10,-15.977,0.0802,0.99,0.941,0.199,0.84,141.896,214493,4,0
"6141",0.525,0.555,0,-8.739,0.044,0.847,0.000171,0.0795,0.574,167.036,301440,4,0
"615",0.39,0.754,3,-7.102,0.042,0.351,0.659,0.514,0.418,98.995,339514,4,0
"6161",0.612,0.775,0,-12.512,0.0335,0.0023,0.12,0.413,0.643,157.352,208160,4,0
"6171",0.416,0.447,4,-10.587,0.0309,0.00221,0.604,0.083,0.288,172.114,730120,4,0
"6181",0.197,0.422,2,-17.453,0.0505,0.672,0.58,0.128,0.131,172.806,1119333,4,0
"6191",0.391,0.587,0,-13.481,0.0667,0.216,0.886,0.0793,0.578,86.178,280107,3,0
"6201",0.89,0.577,2,-12.561,0.0709,0.287,0.00291,0.111,0.867,102.855,235453,4,0
"621",0.402,0.406,5,-15.119,0.0652,0.75,0.791,0.114,0.243,109.946,332880,4,0
"622",0.174,0.628,5,-8.531,0.0627,0.0289,5.11e-05,0.0635,0.458,204.15,399290,3,0
"623",0.717,0.521,5,-6.033,0.0259,0.36,0.27,0.102,0.578,93.393,278773,4,0
"624",0.517,0.745,1,-10.384,0.147,0.00903,0.228,0.354,0.307,101.043,181467,4,0
"625",0.512,0.661,2,-10.514,0.0683,0.219,0.855,0.155,0.778,82.006,266040,4,0
"626",0.606,0.676,9,-10.751,0.166,0.0266,0.33,0.146,0.65,97.481,313960,4,0
"627",0.293,0.0832,2,-19.514,0.0339,0.951,0.843,0.11,0.15,101.925,706867,3,0
"628",0.643,0.825,1,-8.543,0.0352,0.197,0.961,0.116,0.766,96.728,347467,4,0
"629",0.579,0.493,4,-7.062,0.0271,0.0168,0.0133,0.0752,0.367,88.172,295267,4,0
"630",0.565,0.767,9,-7.348,0.052,0.00645,0.0438,0.0765,0.787,126.435,364760,4,0
"631",0.406,0.803,7,-7.341,0.117,0.0836,0.741,0.121,0.945,104.625,274267,4,0
"632",0.344,0.912,0,-11.219,0.164,0.109,0.0973,0.19,0.273,170.842,154400,4,0
"633",0.597,0.732,7,-12.104,0.104,0.651,0.00592,0.533,0.85,100.35,288533,4,0
"634",0.815,0.564,1,-8.358,0.0657,0.0251,0.796,0.0669,0.313,101.005,303920,4,0
"635",0.598,0.437,0,-13.148,0.0344,0.54,0.001,0.0624,0.501,73.953,208093,4,0
"636",0.394,0.77,2,-6.081,0.0431,0.129,0.00463,0.23,0.268,159.886,238973,4,0
"6371",0.618,0.437,2,-11.246,0.0362,0.895,0.702,0.305,0.806,133.352,323893,4,0
"6381",0.834,0.56,8,-10.062,0.0439,0.0145,0.282,0.446,0.78,125.798,436237,4,0
"6391",0.615,0.676,4,-7.173,0.0548,0.582,0.0808,0.341,0.943,180.001,218027,3,0
"6401",0.255,0.659,7,-10.556,0.0835,0.0658,0.0078,0.0909,0.0653,70.906,403427,4,0
"6411",0.514,0.632,2,-6.305,0.0501,0.208,0.0132,0.115,0.31,94.569,233818,4,0
"6421",0.188,0.954,7,-7.996,0.239,0.0244,0.67,0.319,0.0502,159.984,822093,4,0
"6431",0.576,0.462,0,-11.019,0.0251,0.196,0.866,0.123,0.292,93.002,277867,4,0
"644",0.66,0.405,7,-14.358,0.0421,0.679,0.652,0.115,0.585,95.169,212907,4,0
"6451",0.458,0.624,7,-11.969,0.0451,0.0653,0.0518,0.0655,0.691,128.95,300107,4,0
"6461",0.663,0.831,2,-6.542,0.0326,0.00687,0.733,0.0271,0.743,96.666,293787,4,0
"6471",0.559,0.271,1,-16.995,0.0315,0.429,0,0.364,0.577,74.801,198933,4,0
"6481",0.507,0.572,10,-11.195,0.041,0.58,0.135,0.0949,0.769,95.456,211800,4,0
"6501",0.514,0.461,9,-11.46,0.029,0.0174,0.000336,0.112,0.318,122.221,143560,4,0
"6511",0.53,0.884,11,-5.437,0.249,0.00112,0.00476,0.333,0.227,95.819,124885,4,0
"6521",0.491,0.949,2,-3.072,0.107,0.156,0.911,0.186,0.619,159.675,188587,4,0
"6531",0.574,0.44,6,-9.917,0.0491,0.0735,1.45e-05,0.324,0.562,168.677,204242,4,0
"6541",0.539,0.609,8,-9.397,0.0622,0.218,0.111,0.115,0.488,95.347,190227,4,0
"6551",0.543,0.58,9,-10.953,0.0294,0.0128,0.134,0.0773,0.392,94.569,476360,4,0
"6561",0.501,0.773,2,-6.041,0.0333,0.0374,0.385,0.701,0.704,129.995,292522,4,0
"6571",0.827,0.523,9,-9.051,0.044,0.583,4.69e-05,0.219,0.872,116.489,223187,4,0
"6601",0.535,0.802,7,-7.472,0.137,0.00347,6.2e-06,0.18,0.598,110.591,191067,4,0
"6611",0.263,0.438,9,-9.022,0.0601,0.74,0.19,0.473,0.57,172.551,193933,3,0
"6621",0.398,0.776,9,-7.388,0.0374,0.0571,0.0172,0.303,0.686,110.815,247390,4,0
"6641",0.746,0.89,11,-8.488,0.0397,0.38,0.073,0.284,0.933,129.283,147000,4,0
"6661",0.617,0.34,9,-10.456,0.0258,0.426,0,0.1,0.462,83.551,225427,1,0
"6691",0.644,0.345,10,-11.162,0.0424,0.858,0.000882,0.12,0.797,87.97,195227,4,0
"6711",0.403,0.746,7,-8.35,0.0369,9.85e-05,0.891,0.594,0.0929,131.045,269160,4,0
"6721",0.619,0.708,0,-5.773,0.0235,0.222,0.00146,0.133,0.379,83.164,232240,4,0
"6741",0.756,0.647,5,-10.205,0.0329,0.479,4.22e-06,0.293,0.961,149.45,216333,4,0
"6751",0.517,0.714,9,-6.43,0.0432,0.00366,0.00158,0.119,0.813,115.057,411040,4,0
"6761",0.692,0.849,7,-9.472,0.0532,0.00311,0.0667,0.117,0.475,109.967,246627,4,0
"6771",0.5,0.508,0,-10.388,0.0358,0.236,0.843,0.114,0.149,88.81,259173,4,0
"6791",0.493,0.351,5,-15.24,0.026,0.648,0.55,0.0939,0.219,86.49,199413,4,0
"6801",0.301,0.634,5,-10.432,0.0397,0.33,0.552,0.167,0.403,106.06,155600,4,0
"6841",0.637,0.688,9,-13.075,0.0255,0.127,0.045,0.06,0.519,89.767,229507,4,0
"6851",0.384,0.183,10,-19.034,0.0486,0.834,0.00709,0.864,0.608,97.595,298067,1,0
"687",0.336,0.339,11,-14.237,0.0397,0.724,0.608,0.126,0.0768,139.869,422680,4,0
"6881",0.322,0.453,2,-9.404,0.0352,0.156,0.711,0.127,0.367,105.746,172733,4,0
"6901",0.719,0.771,10,-9.127,0.11,0.0524,0.382,0.366,0.841,138.043,139973,4,0
"6911",0.747,0.745,0,-8.206,0.107,0.0293,6.55e-05,0.055,0.892,128.093,164920,4,0
"6931",0.331,0.788,7,-5.893,0.0354,0.0572,9.09e-05,0.378,0.283,86.937,233059,4,0
"6941",0.575,0.818,1,-6.292,0.0926,0.214,0.466,0.0669,0.796,123.422,392160,4,0
"6961",0.493,0.851,6,-4.953,0.0304,0.53,0.00355,0.223,0.887,94.002,150827,4,0
"6981",0.526,0.615,10,-8.693,0.0386,0.105,0.0477,0.207,0.533,78.966,207840,4,0
"6991",0.681,0.576,3,-6.782,0.0392,0.854,4.33e-05,0.103,0.612,93.073,316627,4,0
"7001",0.468,0.175,2,-17.294,0.0344,0.97,0.864,0.058,0.06,113.8,311600,4,0
"7011",0.7,0.299,2,-15.579,0.0651,0.339,0.0012,0.195,0.614,84.796,298840,4,0
"7021",0.368,0.828,3,-5.33,0.0827,0.904,0.18,0.167,0.44,130.618,261813,4,0
"7051",0.774,0.651,7,-9.928,0.0481,0.351,0.434,0.163,0.559,105.761,669413,4,0
"7061",0.747,0.193,7,-11.293,0.0432,0.883,4e-04,0.181,0.256,123.847,253707,3,0
"7071",0.789,0.547,8,-9.68,0.0396,0.0432,0.0407,0.0999,0.772,165.64,497360,4,0
"7081",0.608,0.514,8,-4.782,0.0451,0.23,0.226,0.052,0.313,139.647,337533,4,0
"7091",0.551,0.22,0,-17.876,0.0306,0.826,0.00741,0.183,0.56,111.656,163000,4,0
"7101",0.524,0.446,8,-7.823,0.0275,0.688,0.000745,0.101,0.272,97.856,265773,4,0
"711",0.631,0.675,11,-4.911,0.0288,0.0499,0,0.242,0.763,118.082,217333,4,0
"7121",0.841,0.4,6,-10.703,0.0334,0.294,0.000367,0.0335,0.855,89.594,146267,3,0
"713",0.293,0.631,7,-6.511,0.0781,0.374,0.165,0.219,0.325,83.726,182187,4,0
"7141",0.0934,0.639,9,-9.844,0.0364,0.000521,0.864,0.148,0.582,84.79,362933,4,0
