"","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","saved"
"559",0.618,0.778,9,-14.077,0.0346,0.116,0.846,0.0723,0.77,152.599,607427,4,1
"560",0.759,0.723,8,-6.615,0.0465,0.263,0.483,0.0857,0.964,139.031,271059,4,1
"561",0.674,0.801,10,-7.664,0.0542,0.13,0.0539,0.184,0.926,109.953,298867,4,1
"562",0.411,0.787,4,-4.767,0.0458,0.00941,0.000545,0.184,0.355,85.22,225120,4,1
"563",0.395,0.6,8,-8.614,0.0318,5.93e-05,0.194,0.25,0.258,135.916,285042,4,1
"564",0.706,0.913,1,-5.627,0.0369,0.0035,0.0502,0.333,0.622,118.001,315507,4,1
"565",0.518,0.916,7,-7.222,0.0798,0.257,0,0.84,0.485,102.81,260067,4,1
"566",0.656,0.843,6,-7.466,0.0389,0.06,0.85,0.518,0.88,120.022,290403,4,1
"567",0.422,0.353,3,-8.566,0.0317,0.887,0.00369,0.115,0.196,136.714,258827,4,1
"568",0.828,0.873,5,-6.682,0.0524,0.0112,0.37,0.24,0.659,117.032,407185,4,1
"569",0.448,0.88,11,-6.065,0.0489,0.000979,0.902,0.188,0.607,95.79,344280,4,1
"571",0.653,0.944,8,-6.98,0.078,0.429,0.899,0.114,0.729,89.072,260320,4,1
"572",0.512,0.488,8,-8.215,0.0398,9e-04,0.9,0.12,0.0665,75.969,210573,1,1
"573",0.75,0.859,7,-8.835,0.0438,0.357,0.818,0.0893,0.867,154.031,213187,4,1
"574",0.689,0.83,8,-8.774,0.0954,0.539,0,0.0882,0.815,140.732,171560,4,1
"575",0.526,0.489,1,-6.249,0.22,0.153,0.103,0.135,0.53,113.913,276893,1,1
"577",0.496,0.59,2,-9.598,0.0262,0.00299,0.791,0.123,0.159,109.481,432693,4,1
"578",0.433,0.637,0,-8.138,0.0283,0.00956,0.0849,0.123,0.21,109.924,337240,4,1
"579",0.691,0.752,6,-11.47,0.0455,0.463,0.00103,0.595,0.97,126.005,220667,4,1
"580",0.723,0.539,0,-8.041,0.038,0.0412,0.0132,0.0343,0.283,108.946,298133,4,1
"581",0.47,0.763,10,-7.224,0.0343,1.38e-05,0.788,0.0745,0.495,108.353,374973,4,1
"582",0.408,0.895,1,-6.027,0.196,0.00964,0,0.51,0.531,171.695,227760,4,1
"583",0.293,0.792,7,-3.747,0.0363,0.00855,0.0111,0.133,0.697,161.933,202160,4,1
"584",0.292,0.59,9,-10.316,0.0603,0.00263,0.18,0.895,0.181,134.603,604623,4,1
"585",0.411,0.939,4,-0.383,0.172,0.236,0.000157,0.054,0.303,97.503,200413,4,1
"586",0.239,0.669,11,-5.388,0.0503,0.147,0.448,0.0833,0.358,159.556,356520,4,1
"588",0.726,0.537,0,-8.896,0.113,0.316,0,0.0707,0.887,96.91,145707,4,1
"589",0.53,0.623,1,-9.141,0.048,0.0222,0.0363,0.123,0.701,169.967,321087,4,1
"590",0.463,0.749,11,-8.118,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179653,4,1
"591",0.378,0.818,7,-10.459,0.0635,0.000278,0.00195,0.0522,0.647,120.726,271124,4,1
"592",0.283,0.367,10,-8.969,0.0283,0.203,0.396,0.0978,0.0674,140.533,514290,4,1
"594",0.526,0.95,9,-3.462,0.261,0.07,0.00116,0.21,0.361,99.041,222867,4,1
"595",0.37,0.886,8,-4.64,0.0422,0.0284,0,0.268,0.349,89.448,229947,4,1
"596",0.475,0.965,10,-4.933,0.0552,0.0139,0.0999,0.27,0.324,146.006,181400,4,1
"597",0.24,0.726,0,-8.714,0.0396,0.000301,0.864,0.0899,0.27,123.949,696200,4,1
"599",0.206,0.943,7,-3.267,0.0885,1.18e-05,0.502,0.125,0.149,128.46,293280,4,1
"600",0.577,0.683,1,-5.601,0.0522,0.00879,0.302,0.113,0.145,100.892,195627,4,1
"601",0.603,0.686,11,-9.461,0.0402,0.00446,0.186,0.131,0.465,119.945,273059,4,1
"602",0.753,0.876,2,-9.737,0.138,0.0371,0.00122,0.0908,0.798,120.788,403347,4,1
"603",0.406,0.647,7,-5.975,0.0278,0.0315,5.99e-05,0.0508,0.66,101.292,144973,4,1
"604",0.666,0.628,1,-5.807,0.175,0.0215,0.00175,0.0751,0.607,121.958,222507,4,1
"605",0.184,0.816,5,-3.795,0.0407,0.021,0.667,0.0787,0.594,168.641,188227,4,1
"606",0.525,0.905,1,-3.377,0.042,0.000827,0.622,0.0591,0.734,98.02,298880,4,1
"607",0.34,0.805,7,-3.397,0.0387,0.0252,0,0.138,0.651,167.922,147467,4,1
"608",0.608,0.856,1,-6.27,0.0443,0.00503,0.661,0.606,0.72,115.043,242693,4,1
"609",0.374,0.914,2,-7.954,0.0806,0.0823,0.744,0.155,0.393,112.848,209453,4,1
"610",0.224,0.925,11,-1.71,0.0834,0.000596,1.35e-06,0.0663,0.378,138.022,132760,4,1
"611",0.375,0.965,4,-4.588,0.153,0.00282,0.000278,0.0573,0.289,94.339,156773,4,1
"612",0.481,0.929,11,-4.149,0.0471,0.000689,0,0.116,0.335,98.442,133947,4,1
"613",0.616,0.541,10,-10.449,0.0618,0.312,0.85,0.109,0.585,164.038,409120,4,1
"614",0.621,0.962,2,-6.469,0.0454,0.282,0.126,0.132,0.653,143.99,229489,4,1
"616",0.331,0.914,11,-7.158,0.511,0.00589,2.18e-05,0.0499,0.31,185.777,126413,4,1
"617",0.721,0.609,4,-7.904,0.036,0.58,0.0102,0.128,0.815,130.371,167250,4,1
"618",0.296,0.432,5,-8.677,0.0316,0.00059,0.899,0.237,0.216,88.13,200667,4,1
"619",0.912,0.781,7,-7.018,0.0444,0.074,0.762,0.348,0.89,119.978,400751,4,1
"620",0.282,0.725,8,-6.983,0.0741,0.00185,0.00825,0.385,0.432,113.236,385600,4,1
"637",0.893,0.639,2,-7.857,0.0549,0.00226,0.000315,0.0382,0.579,134.963,267024,4,1
"638",0.3,0.848,5,-4.31,0.115,0.0583,0.00398,0.192,0.513,156.559,198621,3,1
"639",0.742,0.936,4,-4.186,0.0868,0.000816,0.117,0.31,0.724,106.012,191133,4,1
"640",0.514,0.846,0,-7.095,0.0458,0.00181,0.000128,0.627,0.589,92.178,292800,4,1
"641",0.516,0.451,11,-11.828,0.0284,0.31,0,0.125,0.577,136.601,278933,4,1
"642",0.647,0.762,2,-5.856,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4,1
"643",0.437,0.525,8,-8.074,0.0497,0.767,4.16e-05,0.25,0.478,152.469,196682,4,1
"645",0.528,0.671,9,-11.65,0.0434,0.269,0.00373,0.0559,0.503,137.057,224387,4,1
"646",0.578,0.975,6,-4.017,0.0522,0.222,0.753,0.377,0.964,158.073,212240,4,1
"647",0.928,0.424,9,-8.946,0.152,0.238,0.00129,0.0721,0.294,141.042,238673,4,1
"648",0.273,0.87,0,-5.468,0.0916,0.194,0.0162,0.0893,0.544,175.914,205480,4,1
"649",0.644,0.919,2,-6.289,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4,1
"650",0.631,0.932,5,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4,1
"651",0.683,0.502,9,-8.83,0.0401,0.799,0.000116,0.138,0.5,146.138,186827,4,1
"652",0.306,0.937,8,-8.014,0.117,0.000177,0.0119,0.0864,0.218,157.345,213493,4,1
"653",0.745,0.449,4,-12.102,0.0378,0.0158,0.00109,0.1,0.973,103.351,166787,4,1
"654",0.467,0.422,9,-11.077,0.0703,0.238,0.169,0.096,0.588,76.818,292000,4,1
"655",0.601,0.901,5,-8.414,0.0463,0.00912,0.256,0.264,0.934,77.742,201280,4,1
"656",0.759,0.592,9,-12.194,0.0341,0.0146,0.2,0.0875,0.813,123.329,201535,4,1
"657",0.361,0.822,7,-5.77,0.0496,1.82e-05,0.408,0.167,0.368,156.993,213083,4,1
"658",0.677,0.693,11,-7.561,0.0343,0.437,0,0.405,0.755,130.013,146160,4,1
"659",0.855,0.587,8,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,4,1
"660",0.341,0.904,9,-9.291,0.164,0.313,0.865,0.214,0.268,115.995,300404,4,1
"661",0.515,0.749,5,-6.693,0.0383,0.00102,5.34e-05,0.343,0.652,128.284,187320,4,1
"662",0.404,0.946,2,-11.562,0.088,0.000217,0.00168,0.411,0.437,151.716,231133,4,1
"663",0.365,0.977,11,-2.34,0.186,0.025,0.000162,0.1,0.467,155.152,224028,4,1
"664",0.564,0.604,10,-4.194,0.0322,0.276,0.000644,0.122,0.635,148.024,204155,4,1
"665",0.479,0.854,11,-6.101,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,230560,4,1
"666",0.591,0.883,7,-7.527,0.0592,0.0296,0.817,0.108,0.841,99.192,98772,4,1
"667",0.548,0.884,0,-8.793,0.0485,0.348,0.927,0.135,0.291,99.941,254400,4,1
"668",0.53,0.809,9,-8.222,0.0514,0.806,0.0122,0.215,0.804,98.88,170733,4,1
"669",0.386,0.87,10,-3.081,0.0443,0.0279,0.00127,0.513,0.527,171.118,200064,4,1
"670",0.403,0.697,2,-10.161,0.0471,0.115,0.35,0.0559,0.84,147.493,151417,4,1
"671",0.633,0.883,5,-4.427,0.0301,0.000951,0.0013,0.145,0.823,121.998,204733,4,1
"672",0.676,0.982,10,-6.488,0.0698,0.0641,0.874,0.147,0.24,124.174,350560,4,1
"673",0.626,0.759,10,-5.22,0.0325,0.00366,4.74e-05,0.127,0.481,126.037,220747,4,1
"674",0.24,0.824,9,-8.298,0.0773,0.00723,0.0503,0.33,0.525,160.218,156333,4,1
"675",0.397,0.758,7,-5.861,0.135,0.565,0,0.888,0.471,98.381,187600,4,1
"676",0.628,0.556,7,-12.146,0.181,0.00587,0.0269,0.0762,0.456,115.02,304240,4,1
"677",0.537,0.943,8,-5.044,0.0767,0.0675,1.03e-06,0.176,0.689,88.432,244347,4,1
"678",0.67,0.745,7,-7.784,0.0318,0.0286,0.00747,0.0744,0.738,80.006,258493,4,1
"679",0.379,0.868,5,-4.913,0.038,0.0674,0.763,0.0645,0.744,169.984,222973,4,1
"680",0.288,0.794,10,-3.439,0.133,0.00522,3.17e-05,0.0889,0.607,104.471,252227,3,1
"681",0.558,0.945,2,-4.314,0.0554,0.000757,0.00828,0.168,0.38,111.013,204040,3,1
"682",0.443,0.905,4,-3.865,0.0671,0.0011,0.0549,0.0967,0.52,112.849,193133,5,1
"683",0.743,0.885,1,-4.657,0.0925,0.0655,0,0.126,0.635,124.938,212627,4,1
"684",0.612,0.991,0,-7.587,0.176,0.575,0.000144,0.281,0.318,79.862,237200,4,1
"685",0.608,0.92,4,-4.34,0.0541,0.00481,0.000131,0.207,0.397,110.047,238341,4,1
"686",0.421,0.939,11,-4.269,0.043,6.18e-06,0.549,0.317,0.375,119.813,235933,4,1
"688",0.231,0.903,2,-5.493,0.0914,0.022,4.07e-06,0.169,0.629,176.638,310387,4,1
"689",0.367,0.794,7,-5.59,0.028,0.00272,0,0.0829,0.577,166.075,340467,4,1
"690",0.386,0.866,6,-5.56,0.0465,0.0517,0.912,0.0778,0.151,120.048,301493,4,1
"691",0.49,0.668,9,-11.162,0.0434,2.27e-05,0.364,0.0606,0.688,157.596,236307,4,1
"692",0.422,0.819,2,-7.698,0.051,0.000484,0.0412,0.185,0.598,139.784,259813,4,1
"693",0.523,0.411,0,-13.371,0.075,0.0637,1.28e-06,0.047,0.277,105.659,166360,4,1
"694",0.555,0.584,9,-11.933,0.0482,0.166,0.000222,0.135,0.624,115.21,205287,4,1
"695",0.719,0.566,5,-11.381,0.0316,0.0429,0.635,0.309,0.295,82.516,192527,4,1
"696",0.544,0.792,0,-8.241,0.107,0.164,0.849,0.38,0.314,122.983,339143,4,1
"697",0.378,0.967,1,-2.251,0.0697,8e-05,6.48e-05,0.135,0.419,144.897,154095,4,1
"698",0.255,0.706,8,-9.059,0.0549,0.013,0.257,0.0994,0.382,111.712,234947,3,1
"699",0.489,0.788,10,-11.654,0.0452,0.176,7.98e-05,0.196,0.88,165.877,179507,4,1
"700",0.388,0.687,1,-7.797,0.0337,0.000365,9.72e-05,0.349,0.806,132.15,141373,4,1
"701",0.771,0.609,2,-8.423,0.0477,0.619,0.0397,0.12,0.749,127.982,202053,4,1
"702",0.543,0.572,5,-13.124,0.0317,0.0685,0.00119,0.0823,0.533,113.312,238120,4,1
"703",0.537,0.7,4,-6.852,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027,4,1
"704",0.811,0.713,4,-8.085,0.291,0.0075,0,0.28,0.699,94.617,236160,4,1
"705",0.58,0.499,8,-10.288,0.0712,0.0216,0.769,0.151,0.772,151.173,154088,4,1
"706",0.807,0.693,8,-6.572,0.203,0.0772,3.96e-06,0.841,0.609,91.495,185413,4,1
"707",0.78,0.363,8,-7.425,0.184,0.299,0.382,0.13,0.684,86.502,175093,4,1
"708",0.714,0.377,7,-9.063,0.313,0.788,4.68e-06,0.0817,0.437,158.536,191360,4,1
"709",0.718,0.872,9,-9.829,0.23,0.0103,0.0109,0.0549,0.971,145.697,168133,4,1
"710",0.651,0.465,2,-9.367,0.0319,0.00299,0.00943,0.122,0.206,129.998,277700,4,1
"712",0.439,0.781,9,-6.177,0.0399,0.0071,0.000849,0.103,0.442,136.135,215467,4,1
"714",0.524,0.484,11,-13.969,0.0978,0.101,0.85,0.24,0.726,180.831,221173,4,1
"715",0.749,0.764,11,-6.267,0.0366,0.00233,0.366,0.0852,0.77,108.965,208360,4,1
"717",0.579,0.739,10,-5.929,0.0275,0.016,0.646,0.0984,0.749,150.094,214176,4,1
"718",0.54,0.853,9,-9.819,0.0648,0.0982,0,0.137,0.651,128.98,170293,4,1
"719",0.467,0.645,1,-7.614,0.0364,0.101,0.00524,0.144,0.71,127.947,201707,3,1
"721",0.53,0.811,0,-9.343,0.0997,0.115,0.831,0.348,0.708,176.142,181840,4,1
"722",0.421,0.93,9,-5.133,0.0741,1.64e-05,0.128,0.341,0.574,136.688,166080,4,1
"723",0.796,0.475,1,-15.95,0.232,0.738,0.00157,0.111,0.595,101.361,253573,4,1
"724",0.347,0.8,7,-6.651,0.0294,0.00147,0.769,0.0975,0.66,103.725,431227,4,1
"726",0.503,0.638,10,-6.781,0.0291,0.000496,0.103,0.125,0.23,85.486,243027,4,1
"727",0.84,0.654,3,-12.135,0.0621,0.08,0.000259,0.063,0.841,125.68,245800,4,1
"728",0.535,0.781,9,-6.536,0.0328,0.0279,0.857,0.274,0.632,138.902,293160,4,1
"729",0.864,0.876,11,-7.297,0.0488,0.148,7.19e-05,0.0367,0.802,110.536,223026,4,1
"730",0.627,0.706,0,-6.246,0.0336,0.22,0.114,0.244,0.491,132.55,137787,4,1
"732",0.172,0.904,11,-4.831,0.0586,5.37e-05,0.229,0.267,0.302,135.149,343307,4,1
"734",0.766,0.46,1,-12.555,0.408,0.0498,0.00885,0.129,0.58,153.335,235880,4,1
"736",0.456,0.711,1,-6.943,0.0571,0.0249,0,0.482,0.146,99.137,299440,4,1
"737",0.531,0.676,10,-7.168,0.125,0.84,0,0.4,0.957,183.208,117267,4,1
"1117",0.312,0.844,7,-7.085,0.0511,0.0798,0.0231,0.0793,0.626,97.039,199467,4,0
"269",0.481,0.204,9,-20.868,0.0691,0.229,0.688,0.11,0.133,136.696,307400,4,0
"3100",0.666,0.344,2,-10.243,0.034,0.127,0.375,0.106,0.478,121.458,492267,4,0
"4100",0.202,0.79,8,-5.199,0.0321,0.00233,0.722,0.0768,0.0919,91.623,236667,4,0
"5100",0.392,0.814,1,-8.065,0.0563,0.0168,0.773,0.125,0.661,156.856,229173,4,0
"6100",0.509,0.985,2,-4.146,0.219,0.0014,0.0994,0.0707,0.0696,112.131,126387,4,0
"720",0.245,0.922,5,-4.393,0.173,0.00345,5.26e-05,0.195,0.666,82.191,245987,4,0
"924",0.665,0.675,6,-13.068,0.0685,0.411,1.24e-06,0.161,0.936,94.988,292432,4,0
"1022",0.434,0.581,4,-7.449,0.0313,0.809,2e-04,0.338,0.447,100.219,204347,4,0
"1145",0.455,0.976,9,-3.757,0.0801,0.00274,0.623,0.0566,0.542,137.895,195600,4,0
"1224",0.694,0.942,5,-5.142,0.188,0.388,0.0148,0.384,0.58,131.393,745653,4,0
"1364",0.463,0.562,0,-8.932,0.078,0.132,1.82e-05,0.111,0.787,164.391,183093,4,0
"1421",0.616,0.761,7,-10.445,0.0306,0.0418,0.00463,0.155,0.895,152.998,222893,4,0
"1527",0.308,0.916,4,-5.615,0.048,0.00249,0.000586,0.0956,0.5,144.713,233707,4,0
"1610",0.244,0.936,4,-7.208,0.0793,8.44e-06,0.0398,0.429,0.139,154.862,140800,4,0
"1710",0.613,0.924,10,-7.762,0.0439,0.0313,0.017,0.322,0.64,115.236,347067,4,0
"1810",0.479,0.902,1,-11.104,0.0536,0.00173,0.744,0.302,0.568,176.537,287640,4,0
"1910",0.783,0.719,0,-4.454,0.054,0.0104,0.874,0.0797,0.932,120.131,133160,4,0
"2010",0.724,0.601,11,-10.805,0.0634,0.259,0.237,0.111,0.886,113.227,179413,4,0
"2110",0.532,0.685,3,-6.86,0.0283,0.00418,0.00685,0.282,0.194,125.965,300133,4,0
"2210",0.671,0.786,6,-5.753,0.0315,0.399,0,0.103,0.963,128.825,126547,4,0
"2310",0.465,0.357,2,-13.532,0.0343,0.487,0.0121,0.155,0.582,130.74,191000,4,0
"2410",0.378,0.616,4,-8.894,0.0408,0.308,0.598,0.394,0.135,111.746,305973,4,0
"2510",0.665,0.774,2,-7.633,0.0425,0.21,0.92,0.114,0.379,118.969,195973,4,0
"2610",0.716,0.935,10,-4.206,0.0613,0.0662,1.05e-06,0.0898,0.961,100.176,199627,4,0
"2710",0.419,0.517,8,-9.368,0.0284,0.532,0.0251,0.0785,0.905,145.109,186213,4,0
"2810",0.849,0.563,4,-15.252,0.0722,0.0455,0.308,0.489,0.964,121.789,387933,4,0
"2910",0.47,0.837,11,-5.229,0.049,0.0178,1.16e-05,0.0373,0.707,94.704,160194,4,0
"305",0.837,0.683,2,-13.546,0.0979,0.447,0.68,0.179,0.785,102.056,255133,4,0
"3110",0.629,0.862,2,-5.728,0.0358,0.191,0.00623,0.0681,0.863,154.095,163173,4,0
"3310",0.599,0.691,9,-4.573,0.0366,0.17,2.55e-06,0.101,0.931,120.79,196875,4,0
"3410",0.707,0.563,7,-7.706,0.0257,0.0765,0,0.137,0.574,98.012,242493,4,0
"3510",0.572,0.997,9,-1.538,0.0617,0.0103,2.27e-06,0.34,0.724,141.461,193571,4,0
"3610",0.564,0.867,9,-3.9,0.049,0.239,0.783,0.207,0.714,114.624,325993,4,0
"3710",0.569,0.777,0,-3.846,0.0302,0.0243,0.000395,0.16,0.495,173.873,169695,4,0
"3810",0.701,0.682,5,-7.552,0.107,0.0968,0.0995,0.116,0.885,125.011,200747,4,0
"3910",0.742,0.578,11,-9.263,0.0567,0.00906,0.81,0.102,0.964,95.047,176760,4,0
"4010",0.407,0.979,4,-5.859,0.114,0.00114,0,0.0842,0.335,102.907,207693,4,0
"4110",0.72,0.897,9,-5.862,0.0456,0.00909,1.1e-06,0.132,0.919,134.833,233960,4,0
"4210",0.539,0.311,2,-9.911,0.0319,0.69,0.911,0.0532,0.311,75.999,493027,4,0
"4310",0.515,0.562,2,-14.204,0.0403,0.378,0.000101,0.0966,0.934,167.709,157387,4,0
"4410",0.497,0.964,5,-1.927,0.0664,0.0507,0.804,0.411,0.495,90.985,270907,4,0
"4510",0.487,0.635,2,-11.617,0.0522,0.000619,0.0294,0.443,0.729,106.894,246773,4,0
"4610",0.573,0.701,11,-7.826,0.159,0.641,0,0.333,0.835,171.646,212733,4,0
"4710",0.387,0.196,7,-22.884,0.0414,0.931,0.874,0.11,0.372,95.946,116933,4,0
"4810",0.346,0.578,6,-7.593,0.0323,0.129,0.756,0.128,0.648,174.396,367000,4,0
"4910",0.378,0.537,0,-7.76,0.0316,0.00382,0.000589,0.222,0.34,75.212,307733,4,0
"5010",0.653,0.557,10,-10.853,0.0368,0.15,9.83e-05,0.106,0.787,130.601,130333,4,0
"5110",0.437,0.565,11,-5.937,0.0335,0.598,1e-05,0.417,0.517,135.416,211773,4,0
"5210",0.389,0.681,11,-11.599,0.0288,0.264,0.816,0.0859,0.769,101.848,218893,4,0
"5310",0.744,0.667,4,-7.539,0.063,0.0679,0.36,0.306,0.766,90.387,307093,4,0
"5410",0.551,0.619,10,-6.929,0.185,0.155,0.0267,0.854,0.481,83.959,576360,4,0
"5510",0.53,0.306,2,-17.594,0.0728,0.0253,0.324,0.212,0.293,80.882,450387,4,0
"5610",0.727,0.801,1,-9.823,0.0425,0.0764,4.64e-05,0.165,0.956,150.5,161800,4,0
"5710",0.583,0.883,10,-4.006,0.0358,0.109,8.25e-06,0.109,0.852,165.075,215147,4,0
"5810",0.322,0.843,9,-9.567,0.0464,0.000107,0.0146,0.0771,0.345,129.752,255720,4,0
"5910",0.683,0.783,8,-6.866,0.0459,0.159,0.18,0.0704,0.808,134.97,284936,4,0
"6010",0.429,0.668,4,-7.539,0.044,0.208,0,0.538,0.398,77.737,211067,4,0
"6110",0.713,0.956,6,-6.166,0.0429,0.314,0.47,0.0539,0.893,112.75,375307,4,0
"6210",0.665,0.766,10,-9.454,0.0505,0.0492,0.338,0.113,0.905,73.683,219307,4,0
"6310",0.396,0.752,5,-6.058,0.0455,0.14,0.0135,0.113,0.703,176.372,217640,4,0
"6410",0.51,0.816,2,-7.127,0.0484,0.0148,0.0574,0.115,0.618,110.124,289486,4,0
"6510",0.463,0.827,5,-6.683,0.0307,0.0117,0.425,0.504,0.809,166.688,431747,4,0
"6610",0.798,0.786,2,-7.262,0.0567,0.113,0.12,0.0867,0.564,123.195,376583,4,0
"6710",0.686,0.762,9,-7.194,0.138,0.00814,0.00012,0.12,0.825,98.069,178040,4,0
"6810",0.505,0.725,2,-9.479,0.059,0.00762,0.00277,0.231,0.775,118.69,246307,4,0
"6910",0.753,0.48,10,-11.883,0.0621,0.525,0.295,0.087,0.623,87.998,311880,4,0
"7010",0.606,0.629,0,-7.608,0.0255,0.00332,0.0196,0.0792,0.732,141.573,260573,4,0
"7110",0.806,0.615,2,-8.18,0.108,0.0298,0.214,0.256,0.704,106.629,608760,4,0
"7210",0.774,0.54,10,-11.83,0.0842,0.324,0.842,0.109,0.529,148.032,280591,4,0
"731",0.649,0.979,0,-3.505,0.0539,0.209,0,0.151,0.6,94.647,190747,4,0
"745",0.851,0.606,1,-9.982,0.0412,0.107,0.293,0.08,0.658,119.234,260160,4,0
"754",0.225,0.777,7,-7.693,0.0365,0.0227,0.0514,0.119,0.57,145.567,191630,4,0
"761",0.48,0.851,7,-3.931,0.0337,0.0772,0.00787,0.0772,0.768,141.82,220053,4,0
"7710",0.406,0.963,4,-10.842,0.0408,0.0033,0.000515,0.11,0.342,104.729,122560,4,0
"7810",0.64,0.575,5,-11.002,0.0386,0.216,0.802,0.127,0.849,140.016,417693,4,0
"791",0.555,0.71,10,-5.561,0.0322,0.00119,0.0411,0.0465,0.924,119.372,288267,3,0
"802",0.844,0.528,7,-8.42,0.0336,0.096,0.3,0.129,0.136,104.419,150347,4,0
"8110",0.537,0.945,7,-2.288,0.0408,0.00127,0.685,0.0949,0.908,97.928,234787,4,0
"828",0.487,0.713,0,-10.547,0.0481,0.00787,0.00703,0.0964,0.64,77.386,186467,4,0
"8310",0.748,0.831,9,-6.583,0.0613,0.126,0.126,0.0483,0.848,86.781,159093,4,0
"847",0.486,0.379,0,-13.251,0.0286,0.303,0.577,0.108,0.509,164.138,261160,3,0
"8510",0.271,0.807,6,-2.523,0.0501,0.00964,7e-06,0.0809,0.357,107.434,223173,4,0
"8710",0.486,0.791,1,-5,0.0601,0.214,0,0.0849,0.221,166.413,245493,4,0
"8810",0.707,0.711,7,-9.454,0.0328,0.268,0.00526,0.291,0.91,98.378,201387,4,0
"8910",0.314,0.613,6,-12.856,0.0375,0.0126,0.0655,0.0695,0.3,154.419,301000,4,0
"903",0.639,0.581,0,-11.215,0.0367,0.0207,0.108,0.139,0.929,148.176,394164,4,0
"9110",0.715,0.64,2,-7.168,0.0317,0.113,0.0418,0.0848,0.4,113.507,329169,4,0
"9210",0.293,0.889,9,-6.097,0.087,0.265,0.757,0.365,0.579,151.426,232667,4,0
"9310",0.65,0.518,0,-9.069,0.301,0.00721,0.13,0.0969,0.603,138.822,210867,4,0
"9410",0.462,0.692,2,-8.826,0.0274,0.18,0.000249,0.152,0.587,104.067,312787,4,0
"9510",0.444,0.676,4,-4.457,0.0437,0.132,0.0995,0.157,0.532,183.999,126240,4,0
"9610",0.443,0.956,2,-6.198,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867,4,0
"9710",0.641,0.525,2,-11.433,0.284,0.864,0.00116,0.504,0.88,94.659,134213,4,0
"9810",0.474,0.821,1,-7.457,0.06,0.0979,0,0.0754,0.612,150.293,262067,4,0
"9910",0.617,0.718,7,-9.493,0.0334,0.315,0.399,0.111,0.28,134.79,353200,4,0
"10010",0.727,0.942,5,-6.473,0.044,0.169,1.98e-06,0.106,0.973,162.161,120787,4,0
"10110",0.61,0.643,9,-8.315,0.035,0.144,0.000665,0.663,0.78,122.603,140840,4,0
"1027",0.932,0.571,9,-12.287,0.157,0.245,0,0.609,0.563,113.788,223653,4,0
"1034",0.753,0.786,1,-6.488,0.116,0.142,0.000103,0.309,0.919,114.003,179422,4,0
"1041",0.659,0.764,7,-7.635,0.176,0.0106,0.874,0.0761,0.551,118.245,293427,4,0
"10510",0.205,0.719,7,-8.312,0.0689,0.00164,0.12,0.0773,0.203,109.737,203710,4,0
"10610",0.446,0.626,9,-8.543,0.0275,0.355,0,0.114,0.656,139.77,182006,4,0
"1078",0.49,0.814,9,-6.212,0.0468,0.00155,0.0286,0.116,0.113,118.016,250649,4,0
"1082",0.53,0.545,8,-15.729,0.0535,0.403,0.00769,0.699,0.783,138.678,320427,4,0
"10910",0.694,0.91,7,-6.466,0.0876,0.035,0.205,0.495,0.72,90.047,337493,4,0
"11010",0.337,0.837,6,-5.208,0.0319,0.101,0.709,0.104,0.524,99.639,308013,4,0
"11110",0.514,0.893,9,-6.98,0.0433,0.0307,0.00111,0.157,0.643,101.243,394667,4,0
"11210",0.317,0.914,9,-2.158,0.106,0.000607,0.399,0.279,0.267,138.212,180387,4,0
"11310",0.886,0.664,5,-11.758,0.0563,0.0766,0.195,0.155,0.922,116.586,304000,4,0
"1148",0.38,0.829,5,-6.105,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,179547,4,0
"1158",0.399,0.686,0,-7.367,0.0596,0.0666,0.00387,0.122,0.56,110.658,401547,4,0
"11610",0.545,0.368,9,-13.946,0.0336,0.573,0.844,0.136,0.615,103.7,278213,4,0
"11710",0.73,0.41,10,-10.186,0.481,0.903,0.922,0.122,0.885,120.867,229735,4,0
"1189",0.498,0.771,6,-6.337,0.0363,0.595,0.609,0.279,0.288,100.003,223520,4,0
"11910",0.818,0.475,4,-9.846,0.0342,0.0713,0.00256,0.196,0.778,111.989,387455,4,0
"12010",0.593,0.626,4,-11.287,0.0317,0.0931,0.166,0.218,0.753,150.483,366827,4,0
"12110",0.621,0.624,7,-10.666,0.0296,0.11,0,0.24,0.621,119.753,119600,4,0
"12210",0.758,0.957,7,-2.282,0.0357,0.039,0,0.133,0.966,111.119,267933,4,0
"12310",0.647,0.776,2,-8.924,0.066,0.000646,0.732,0.0847,0.959,145.77,420440,4,0
"1241",0.52,0.824,2,-4.286,0.0462,0.324,4.76e-06,0.147,0.517,79.39,260880,4,0
"1257",0.607,0.913,9,-5.916,0.107,0.00172,0.000964,0.0768,0.895,139.816,151120,4,0
"12610",0.577,0.709,10,-6.834,0.0284,0.00331,0.155,0.0901,0.953,90.135,266333,4,0
